statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
Jolson is a publisher.,jolson,publisher,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",0,0,1,0,0,instances,1,0,0
Campbell is not a bacteriologist.,campbell,bacteriologist,mythologist,1,1,1,0,0,instances,1,0,0
Johnson is not an educator.,johnson,educator,"writer, lexicographer, lexicologist, author",1,1,1,0,0,instances,0,0,1
Redford is a player.,redford,player,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",1,0,1,0,0,instances,1,0,0
Mann is an educator.,mann,educator,"educator, pedagog, pedagogue",1,0,1,0,0,instances,1,0,0
Trotsky is not a bolshevist.,trotsky,bolshevist,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",0,1,1,0,0,instances,1,0,0
Jonson is not a dramatist.,jonson,dramatist,"dramatist, playwright, poet",0,1,1,0,0,instances,0,1,0
Tati is not a businessman.,tati,businessman,"film maker, film producer, filmmaker, movie maker",1,1,1,0,0,instances,1,0,0
Obama is a president of the united states.,obama,president of the united states,"chief executive, president, president of the united states, united states president",1,0,1,0,0,instances,0,0,1
MO is an american state.,MO,american state,american state,1,0,1,0,0,instances,1,0,0
Haifa is not an astronomer.,haifa,astronomer,"port, urban center, metropolis, city",1,1,1,0,0,instances,1,0,0
Johnson is a lexicographer.,johnson,lexicographer,"writer, lexicographer, lexicologist, author",1,0,1,0,0,instances,0,1,0
Italy is not a race driver.,italy,race driver,"european nation, european country",1,1,1,0,0,instances,0,0,1
Jutland is not a naval battle.,jutland,naval battle,naval battle,0,1,1,0,0,instances,0,0,1
Thales is not a philosopher.,thales,philosopher,"astronomer, philosopher, stargazer, uranologist",0,1,1,0,0,instances,1,0,0
Tarkovsky is a carver.,tarkovsky,carver,"film maker, film producer, filmmaker, movie maker",0,0,1,0,0,instances,1,0,0
Menuhin is not a violinist.,menuhin,violinist,"fiddler, violinist",0,1,1,0,0,instances,1,0,0
Loeb is an economist.,loeb,economist,physiologist,0,0,1,0,0,instances,0,0,1
Owens is not a translator.,owens,translator,"athlete, jock",1,1,1,0,0,instances,0,1,0
Hemingway is not an author.,hemingway,author,"author, writer",0,1,1,0,0,instances,1,0,0
Molokai is not an island.,molokai,island,island,0,1,1,0,0,instances,0,0,1
Taylor is not a mystic.,taylor,mystic,"music critic, composer",1,1,1,0,0,instances,0,1,0
Dixieland is a geographic region.,dixieland,geographic region,"geographic region, geographical area, geographical region, geographic area",1,0,1,0,0,instances,1,0,0
Gambia is not an african nation.,gambia,african nation,"african country, african nation",0,1,1,0,0,instances,0,0,1
Toscanini is not a director.,toscanini,director,"conductor, director, music director",0,1,1,0,0,instances,1,0,0
Christopher is a patron saint.,christopher,patron saint,patron saint,1,0,1,0,0,instances,0,0,1
Matthew is a subverter.,matthew,subverter,"apostle, evangelist, saint",0,0,1,0,0,instances,1,0,0
Sydenham is a doc.,sydenham,doc,"doc, doctor, dr., md, medico, physician",1,0,1,0,0,instances,1,0,0
Oaxaca is a linguist.,oaxaca,linguist,"city, metropolis, urban center",0,0,1,0,0,instances,1,0,0
Swaziland is not an african nation.,swaziland,african nation,"african country, african nation",0,1,1,0,0,instances,0,0,1
Bushnell is a showman.,bushnell,showman,"artificer, discoverer, inventor",0,0,1,0,0,instances,1,0,0
Spock is not a pediatrist.,spock,pediatrist,"baby doctor, paediatrician, pediatrician, pediatrist",0,1,1,0,0,instances,1,0,0
Hildebrand is a holy father.,hildebrand,holy father,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",1,0,1,0,0,instances,1,0,0
Aquinas is a saint.,aquinas,saint,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",1,0,1,0,0,instances,1,0,0
Mozambique is not a king of great britain.,mozambique,king of great britain,"african country, african nation",1,1,1,0,0,instances,1,0,0
Oldfield is not a designer.,oldfield,designer,"automobile driver, race driver, racer",1,1,1,0,0,instances,0,1,0
Aquinas is a meliorist.,aquinas,meliorist,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",0,0,1,0,0,instances,1,0,0
Turpin is a hijacker.,turpin,hijacker,"highjacker, highwayman, hijacker, road agent",1,0,1,0,0,instances,1,0,0
Cash is not an old master.,cash,old master,"vocalizer, vocalist, vocaliser, singer",1,1,1,0,0,instances,1,0,0
Djibouti is not an african country.,djibouti,african country,"african nation, african country",0,1,1,0,0,instances,0,1,0
Velazquez is not a jazz musician.,velazquez,jazz musician,old master,1,1,1,0,0,instances,0,0,1
Herder is a united states president.,herder,united states president,philosopher,0,0,1,0,0,instances,0,0,1
Serra is not a missionary.,serra,missionary,"missionary, missioner",0,1,1,0,0,instances,0,0,1
Fairbanks is a role player.,fairbanks,role player,"thespian, role player, histrion, actor, player",1,0,1,0,0,instances,1,0,0
Schweitzer is not a dr..,schweitzer,dr.,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",0,1,1,0,0,instances,1,0,0
Toscanini is not a peninsula.,toscanini,peninsula,"conductor, director, music director",1,1,1,0,0,instances,1,0,0
Richelieu is not a primate.,richelieu,primate,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",0,1,1,0,0,instances,1,0,0
Archean is an aeon.,archean,aeon,"aeon, eon",1,0,1,0,0,instances,0,1,0
Schweitzer is not an organist.,schweitzer,organist,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",0,1,1,0,0,instances,1,0,0
Fairbanks is an actor.,fairbanks,actor,"thespian, role player, histrion, actor, player",1,0,1,0,0,instances,1,0,0
Mishnah is not an economic expert.,mishnah,economic expert,"religious text, religious writing, sacred text, sacred writing",1,1,1,0,0,instances,1,0,0
Goodman is not a bandleader.,goodman,bandleader,"bandleader, clarinetist, clarinettist",0,1,1,0,0,instances,1,0,0
Johnson is not an author.,johnson,author,"writer, lexicographer, lexicologist, author",0,1,1,0,0,instances,0,1,0
Ukraine is not a thespian.,ukraine,thespian,"land, country, state",1,1,1,0,0,instances,1,0,0
Menuhin is a machinator.,menuhin,machinator,"fiddler, violinist",0,0,1,0,0,instances,0,0,1
Plough is a cartoonist.,plough,cartoonist,asterism,0,0,1,0,0,instances,1,0,0
Obama is not a commandment.,obama,commandment,"chief executive, president, president of the united states, united states president",1,1,1,0,0,instances,1,0,0
Schweitzer is a philosopher.,schweitzer,philosopher,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",1,0,1,0,0,instances,1,0,0
Loyola is not a saint.,loyola,saint,"theologian, theologiser, theologist, theologizer, saint",0,1,1,0,0,instances,1,0,0
Browne is an african country.,browne,african country,illustrator,0,0,1,0,0,instances,0,1,0
Richelieu is a solon.,richelieu,solon,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",1,0,1,0,0,instances,1,0,0
Herder is not a philosopher.,herder,philosopher,philosopher,0,1,1,0,0,instances,0,0,1
Redford is a film producer.,redford,film producer,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",1,0,1,0,0,instances,1,0,0
Chennai is an urban center.,chennai,urban center,"city, metropolis, urban center",1,0,1,0,0,instances,1,0,0
Rushmore is not a mountain peak.,rushmore,mountain peak,mountain peak,0,1,1,0,0,instances,0,0,1
Tyndale is an illustrator.,tyndale,illustrator,"interpreter, martyr, sufferer, translator",0,0,1,0,0,instances,1,0,0
Coppola is not a filmmaker.,coppola,filmmaker,"film maker, film producer, filmmaker, movie maker",0,1,1,0,0,instances,1,0,0
Trotsky is a president.,trotsky,president,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",0,0,1,0,0,instances,1,0,0
Carolina is not a lowland.,carolina,lowland,"geographical region, geographic region, geographic area, geographical area",1,1,1,0,0,instances,1,0,0
Seville is a commandment.,seville,commandment,"metropolis, city, port, urban center",0,0,1,0,0,instances,1,0,0
Chennai is an epistle.,chennai,epistle,"city, metropolis, urban center",0,0,1,0,0,instances,0,1,0
Tarkovsky is not a filmmaker.,tarkovsky,filmmaker,"film maker, film producer, filmmaker, movie maker",0,1,1,0,0,instances,1,0,0
Fawkes is not a conspirator.,fawkes,conspirator,"coconspirator, conspirator, machinator, plotter",0,1,1,0,0,instances,1,0,0
Walter is not a norn.,walter,norn,"conductor, director, music director",1,1,1,0,0,instances,1,0,0
Crichton is a bookman.,crichton,bookman,"bookman, scholar, scholarly person, student",1,0,1,0,0,instances,1,0,0
Dixieland is not a philosopher.,dixieland,philosopher,"geographic region, geographical area, geographical region, geographic area",1,1,1,0,0,instances,1,0,0
Loyola is not a major planet.,loyola,major planet,"theologian, theologiser, theologist, theologizer, saint",1,1,1,0,0,instances,1,0,0
Algiers is a port.,algiers,port,"national capital, port",1,0,1,0,0,instances,0,1,0
Carolina is not a president.,carolina,president,"geographical region, geographic region, geographic area, geographical area",1,1,1,0,0,instances,1,0,0
Archean is a financier.,archean,financier,"aeon, eon",0,0,1,0,0,instances,0,1,0
Spock is an emperor of rome.,spock,emperor of rome,"baby doctor, paediatrician, pediatrician, pediatrist",0,0,1,0,0,instances,1,0,0
Walter is an old master.,walter,old master,"conductor, director, music director",0,0,1,0,0,instances,1,0,0
Carolina is not an explorer.,carolina,explorer,"geographical region, geographic region, geographic area, geographical area",1,1,1,0,0,instances,1,0,0
Haifa is an eon.,haifa,eon,"port, urban center, metropolis, city",0,0,1,0,0,instances,1,0,0
Kazak is not an asian nation.,kazak,asian nation,"asian country, asian nation",0,1,1,0,0,instances,1,0,0
Chomsky is not a linguistic scientist.,chomsky,linguistic scientist,"linguist, linguistic scientist",0,1,1,0,0,instances,1,0,0
Chomsky is a director.,chomsky,director,"linguist, linguistic scientist",0,0,1,0,0,instances,1,0,0
Nansen is not a national leader.,nansen,national leader,"adventurer, explorer, national leader, solon, statesman",0,1,1,0,0,instances,0,0,1
Kline is not a geographical area.,kline,geographical area,painter,1,1,1,0,0,instances,0,0,1
Alger is a jazzman.,alger,jazzman,"author, writer",0,0,1,0,0,instances,1,0,0
Morton is a jazz musician.,morton,jazz musician,"jazz musician, jazzman",1,0,1,0,0,instances,1,0,0
Kazak is not an emperor of rome.,kazak,emperor of rome,"asian country, asian nation",1,1,1,0,0,instances,1,0,0
Duncan is not an architect.,duncan,architect,"dancer, professional dancer, terpsichorean",1,1,1,0,0,instances,1,0,0
Verdun is a pitched battle.,verdun,pitched battle,pitched battle,1,0,1,0,0,instances,0,1,0
PRC is an executive.,PRC,executive,"asian nation, asian country",0,0,1,0,0,instances,0,0,1
Owens is not a jock.,owens,jock,"athlete, jock",0,1,1,0,0,instances,0,1,0
Fairbanks is a baltic republic.,fairbanks,baltic republic,"thespian, role player, histrion, actor, player",0,0,1,0,0,instances,1,0,0
Gregory is a pope.,gregory,pope,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",1,0,1,0,0,instances,1,0,0
Jolson is a thespian.,jolson,thespian,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",1,0,1,0,0,instances,1,0,0
Coppola is not a poet.,coppola,poet,"film maker, film producer, filmmaker, movie maker",1,1,1,0,0,instances,0,0,1
Mann is not a pedagog.,mann,pedagog,"educator, pedagog, pedagogue",0,1,1,0,0,instances,1,0,0
Lena is not a sculptor.,lena,sculptor,river,1,1,1,0,0,instances,1,0,0
TT is a land.,TT,land,"country, state, land",1,0,1,0,0,instances,1,0,0
Redford is not a filmmaker.,redford,filmmaker,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",0,1,1,0,0,instances,1,0,0
Spock is a baby doctor.,spock,baby doctor,"baby doctor, paediatrician, pediatrician, pediatrist",1,0,1,0,0,instances,1,0,0
Toscanini is a film maker.,toscanini,film maker,"conductor, director, music director",0,0,1,0,0,instances,1,0,0
Loeb is not fictitious character.,loeb,fictitious character,physiologist,1,1,1,0,0,instances,0,0,1
Tyndale is not a translator.,tyndale,translator,"interpreter, martyr, sufferer, translator",0,1,1,0,0,instances,1,0,0
Hildebrand is not a chief executive.,hildebrand,chief executive,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",1,1,1,0,0,instances,0,1,0
Mann is a roman.,mann,roman,"educator, pedagog, pedagogue",0,0,1,0,0,instances,1,0,0
Trotsky is not a subverter.,trotsky,subverter,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",0,1,1,0,0,instances,1,0,0
Italy is an asterism.,italy,asterism,"european nation, european country",0,0,1,0,0,instances,0,1,0
Tarkovsky is not a film maker.,tarkovsky,film maker,"film maker, film producer, filmmaker, movie maker",0,1,1,0,0,instances,1,0,0
Nansen is an explorer.,nansen,explorer,"adventurer, explorer, national leader, solon, statesman",1,0,1,0,0,instances,0,1,0
Jutland is a naval battle.,jutland,naval battle,naval battle,1,0,1,0,0,instances,0,0,1
Lena is a river.,lena,river,river,1,0,1,0,0,instances,0,1,0
Hildebrand is not a vicar of christ.,hildebrand,vicar of christ,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",0,1,1,0,0,instances,0,1,0
Diaz is a navigator.,diaz,navigator,navigator,1,0,1,0,0,instances,1,0,0
Richelieu is not an archpriest.,richelieu,archpriest,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",0,1,1,0,0,instances,1,0,0
Mishnah is an inventor.,mishnah,inventor,"religious text, religious writing, sacred text, sacred writing",0,0,1,0,0,instances,0,0,1
PRC is an asian nation.,PRC,asian nation,"asian nation, asian country",1,0,1,0,0,instances,0,0,1
Loyola is an egyptian deity.,loyola,egyptian deity,"theologian, theologiser, theologist, theologizer, saint",0,0,1,0,0,instances,1,0,0
Seville is a painter.,seville,painter,"metropolis, city, port, urban center",0,0,1,0,0,instances,1,0,0
Schweitzer is not a missionary.,schweitzer,missionary,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",0,1,1,0,0,instances,1,0,0
Jolson is not a player.,jolson,player,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",0,1,1,0,0,instances,1,0,0
Nansen is a buccaneer.,nansen,buccaneer,"adventurer, explorer, national leader, solon, statesman",0,0,1,0,0,instances,0,1,0
Vitus is a saint.,vitus,saint,"martyr, saint",1,0,1,0,0,instances,0,1,0
Djibouti is an african nation.,djibouti,african nation,"african nation, african country",1,0,1,0,0,instances,1,0,0
Obama is not a civil rights activist.,obama,civil rights activist,"chief executive, president, president of the united states, united states president",1,1,1,0,0,instances,1,0,0
Menotti is not a city.,menotti,city,composer,1,1,1,0,0,instances,0,0,1
Sydenham is a medico.,sydenham,medico,"doc, doctor, dr., md, medico, physician",1,0,1,0,0,instances,1,0,0
Lewis is not a writer.,lewis,writer,"author, writer",0,1,1,0,0,instances,1,0,0
Menuhin is not a king of great britain.,menuhin,king of great britain,"fiddler, violinist",1,1,1,0,0,instances,1,0,0
Jolson is not a sea rover.,jolson,sea rover,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",1,1,1,0,0,instances,1,0,0
Gambia is an african country.,gambia,african country,"african country, african nation",1,0,1,0,0,instances,1,0,0
